Subject ID,Subject Age,Subject Gender,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Block,Control Type,Ratio of number of dots,Percentage of dots,Ratio of areas of dot sets (greater to smaller),Color One,Color Two,Response Time,Date/Time,Consecutive Rounds,Key for "Yes" 
4,3,MALE,34,17,NO,NO,yes,3,Equal Areas,2.0,0.6666666666666666,1.0000000000000004,Cyan,Brown,0.155073925,2015-10-12T15:03:55.508,62,F
4,3,MALE,36,4,YES,NO,no,3,Equal Areas,9.0,0.9,1.0000000000000002,Cyan,Brown,0.166228769,2015-10-12T15:03:55.919,63,F
4,3,MALE,14,12,NO,NO,yes,3,Inverse Areas,1.1666666666666667,0.5384615384615384,1.161697057856673,Cyan,Brown,0.205666498,2015-10-12T15:03:56.315,64,F
4,3,MALE,18,7,NO,NO,yes,3,Inverse Areas,2.5714285714285716,0.72,6.4953265243235725,Cyan,Brown,0.184878761,2015-10-12T15:03:56.718,65,F
4,3,MALE,21,4,YES,NO,no,3,Equal Areas,5.25,0.84,1.0000000000000002,Cyan,Brown,0.172538087,2015-10-12T15:03:57.109,66,F
4,3,MALE,24,1,YES,NO,no,3,Equal Areas,24.0,0.96,1.0000000000000002,Cyan,Brown,0.169646851,2015-10-12T15:03:57.532,67,F
4,3,MALE,24,16,NO,NO,yes,3,Equal Areas,1.5,0.6,1.0000000000000002,Cyan,Brown,0.185157579,2015-10-12T15:03:57.935,68,F
4,3,MALE,21,18,NO,NO,yes,3,Inverse Areas,1.1666666666666667,0.5384615384615384,1.1325576324943119,Cyan,Brown,0.167237131,2015-10-12T15:03:58.310,69,F
4,3,MALE,21,4,YES,NO,no,3,Inverse Areas,5.25,0.84,21.071294060444828,Cyan,Brown,0.156110083,2015-10-12T15:03:58.730,70,F
4,3,MALE,18,9,NO,NO,yes,3,Equal Areas,2.0,0.6666666666666666,1.0000000000000002,Cyan,Brown,0.177360093,2015-10-12T15:03:59.046,71,F
4,3,MALE,24,1,YES,NO,no,3,Equal Areas,24.0,0.96,1.0000000000000002,Cyan,Brown,0.175944196,2015-10-12T15:03:59.390,72,F
4,3,MALE,18,7,NO,NO,yes,3,Inverse Areas,2.5714285714285716,0.72,9.41950963136847,Cyan,Brown,0.119662374,2015-10-12T15:03:59.690,73,F
4,3,MALE,24,16,NO,NO,yes,3,Equal Areas,1.5,0.6,1.0000000000000002,Cyan,Brown,0.099828262,2015-10-12T15:03:59.982,74,F
4,3,MALE,18,5,YES,NO,no,3,Equal Areas,3.6,0.782608695652174,1.0000000000000004,Cyan,Brown,0.115538695,2015-10-12T15:04:00.313,75,F
4,3,MALE,36,4,YES,NO,no,3,Equal Areas,9.0,0.9,1.0000000000000004,Cyan,Brown,0.164965537,2015-10-12T15:04:00.662,76,F
4,3,MALE,18,7,NO,NO,yes,3,Inverse Areas,2.5714285714285716,0.72,4.9999601639477005,Cyan,Brown,0.146170577,2015-10-12T15:04:00.994,77,F
4,3,MALE,18,5,YES,NO,no,3,Equal Areas,3.6,0.782608695652174,1.0000000000000002,Cyan,Brown,0.170371264,2015-10-12T15:04:01.443,78,F
4,3,MALE,36,4,YES,NO,no,3,Inverse Areas,9.0,0.9,94.30185953829155,Cyan,Brown,0.149813595,2015-10-12T15:04:01.792,79,F
4,3,MALE,24,1,YES,NO,no,3,Inverse Areas,24.0,0.96,1158.5514062499997,Cyan,Brown,0.166010248,2015-10-12T15:04:02.437,81,F
